File,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,LBP_10,LBP_11,LBP_12,LBP_13,LBP_14,LBP_15,LBP_16,LBP_17,LBP_18,LBP_19,LBP_20,LBP_21,LBP_22,LBP_23,LBP_24,LBP_25,LBP_26,LBP_27,LBP_28,LBP_29,LBP_30,LBP_31,LBP_32,LBP_33,LBP_34,LBP_35,LBP_36,LBP_37,LBP_38,LBP_39,LBP_40,LBP_41,LBP_42,LBP_43,LBP_44,LBP_45,LBP_46,LBP_47,LBP_48,LBP_49,LBP_50,LBP_51,LBP_52,LBP_53,LBP_54,LBP_55,LBP_56,LBP_57,LBP_58,LBP_59,LBP_60,LBP_61,LBP_62,LBP_63,LBP_64,LBP_65,LBP_66,LBP_67,LBP_68,LBP_69,LBP_70,LBP_71,LBP_72,LBP_73,LBP_74,LBP_75,LBP_76,LBP_77,LBP_78,LBP_79,LBP_80,LBP_81,LBP_82,LBP_83,LBP_84,LBP_85,LBP_86,LBP_87,LBP_88,LBP_89,LBP_90,LBP_91,LBP_92,LBP_93,LBP_94,LBP_95,LBP_96,LBP_97,LBP_98,LBP_99,LBP_100,LBP_101,LBP_102,LBP_103,LBP_104,LBP_105,LBP_106,LBP_107,LBP_108,LBP_109,LBP_110,LBP_111,LBP_112,LBP_113,LBP_114,LBP_115,LBP_116,LBP_117,LBP_118,LBP_119,LBP_120,LBP_121,LBP_122,LBP_123,LBP_124,LBP_125,LBP_126,LBP_127,LBP_128,LBP_129,LBP_130,LBP_131,LBP_132,LBP_133,LBP_134,LBP_135,LBP_136,LBP_137,LBP_138,LBP_139,LBP_140,LBP_141,LBP_142,LBP_143,LBP_144,LBP_145,LBP_146,LBP_147,LBP_148,LBP_149,LBP_150,LBP_151,LBP_152,LBP_153,LBP_154,LBP_155,LBP_156,LBP_157,LBP_158,LBP_159,LBP_160,LBP_161,LBP_162,LBP_163,LBP_164,LBP_165,LBP_166,LBP_167,LBP_168,LBP_169,LBP_170,LBP_171,LBP_172,LBP_173,LBP_174,LBP_175,LBP_176,LBP_177,LBP_178,LBP_179,LBP_180,LBP_181,LBP_182,LBP_183,LBP_184,LBP_185,LBP_186,LBP_187,LBP_188,LBP_189,LBP_190,LBP_191,LBP_192,LBP_193,LBP_194,LBP_195,LBP_196,LBP_197,LBP_198,LBP_199,LBP_200,LBP_201,LBP_202,LBP_203,LBP_204,LBP_205,LBP_206,LBP_207,LBP_208,LBP_209,LBP_210,LBP_211,LBP_212,LBP_213,LBP_214,LBP_215,LBP_216,LBP_217,LBP_218,LBP_219,LBP_220,LBP_221,LBP_222,LBP_223,LBP_224,LBP_225,LBP_226,LBP_227,LBP_228,LBP_229,LBP_230,LBP_231,LBP_232,LBP_233,LBP_234,LBP_235,LBP_236,LBP_237,LBP_238,LBP_239,LBP_240,LBP_241,LBP_242,LBP_243,LBP_244,LBP_245,LBP_246,LBP_247,LBP_248,LBP_249,LBP_250,LBP_251,LBP_252,LBP_253,LBP_254,LBP_255,LBP_256,class
Medial Tibia of G3_13.jpg,404,69,14,67,279,11,109,132,9,3,0,1,69,8,72,66,71,8,1,8,16,0,9,4,52,10,0,2,229,8,93,102,10,3,0,1,8,0,1,5,2,0,0,0,4,0,3,3,78,8,1,1,31,0,3,0,200,12,5,14,634,8,188,129,296,31,6,16,86,1,27,20,2,0,0,1,9,1,5,0,10,0,0,0,0,0,0,0,5,0,0,0,9,0,1,0,118,3,1,4,32,0,11,2,3,0,0,0,7,0,8,6,181,0,4,3,21,0,5,0,283,4,9,5,339,0,96,22,9,57,0,188,4,5,0,238,0,5,0,6,0,4,0,116,1,9,0,10,0,0,0,2,3,7,0,11,2,7,1,129,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,0,9,0,0,0,4,10,21,0,41,13,21,5,256,89,236,4,577,14,9,5,269,0,4,0,16,5,3,8,89,4,5,0,14,0,1,0,0,0,6,0,16,2,3,1,35,69,93,2,205,10,6,4,70,0,2,0,2,7,2,5,58,64,106,1,134,2,0,5,29,154,151,2,260,104,52,55,553,Grade 3
Medial Tibia of G3_14.jpg,336,94,10,65,259,16,80,195,9,3,1,1,82,3,74,91,103,13,2,4,24,0,5,9,44,11,2,3,238,13,132,125,7,5,0,3,5,0,2,0,0,0,0,0,0,0,1,7,76,10,3,10,23,0,3,7,167,9,2,8,457,6,189,112,239,22,4,19,73,2,22,23,0,0,0,0,10,1,8,5,15,2,0,1,1,0,0,0,3,0,1,1,11,1,3,0,85,4,2,8,20,1,11,8,1,0,0,0,9,0,7,0,229,6,2,6,16,0,10,4,288,3,4,6,322,0,90,24,6,62,0,146,5,10,2,261,1,2,0,5,1,5,3,152,1,7,1,9,0,1,0,6,2,10,0,9,2,10,3,148,0,3,0,4,0,0,0,2,0,0,0,1,0,0,0,2,0,7,0,5,2,0,0,6,2,8,0,25,6,12,2,209,89,277,0,396,14,12,7,314,1,6,0,5,7,3,3,94,5,14,0,6,0,0,0,2,3,8,0,15,5,7,2,35,86,170,3,216,14,4,4,111,0,1,0,4,6,3,4,75,142,150,3,137,4,2,5,29,151,153,2,211,124,41,68,590,Grade 3
Medial Tibia of G3_15.jpg,221,86,5,60,192,14,74,225,5,1,0,0,78,6,68,118,76,13,0,5,11,2,7,2,67,6,0,4,234,3,89,132,4,2,0,1,3,0,0,3,0,0,0,0,0,0,0,1,61,9,0,5,3,1,5,4,164,7,4,9,425,3,171,125,223,7,0,7,66,1,6,12,6,0,0,0,17,0,3,7,14,2,0,1,2,0,0,0,11,0,0,0,20,1,3,0,74,4,0,5,12,0,4,6,0,0,0,0,5,0,2,1,282,4,2,8,19,0,6,8,600,5,3,6,465,1,105,33,6,59,1,167,2,13,2,507,0,2,0,0,2,7,0,173,1,9,0,6,0,0,0,3,2,2,0,10,3,5,0,127,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,4,0,14,0,1,0,8,3,9,0,23,4,3,1,173,102,220,0,429,15,17,2,425,2,4,0,1,6,5,4,103,8,8,0,8,0,0,0,2,3,1,0,3,8,2,1,30,63,86,0,169,11,2,2,105,1,1,0,2,4,0,3,51,133,152,2,141,3,0,4,40,200,123,1,171,97,29,64,490,Grade 3
Medial Tibia of G3_16.jpg,234,80,6,59,173,18,82,223,6,2,0,2,79,3,71,120,95,22,3,5,17,1,5,9,61,6,1,1,262,8,138,152,4,0,0,1,2,1,5,3,0,0,0,0,1,0,1,3,55,5,0,4,7,0,7,3,159,12,1,7,396,6,181,136,212,18,4,12,73,0,18,15,2,0,1,0,14,0,8,5,15,0,0,1,2,0,0,0,8,0,0,0,15,0,4,0,73,7,2,4,12,0,11,9,0,0,0,0,8,0,2,1,233,13,3,8,21,0,5,5,376,2,6,4,375,2,102,36,6,47,0,153,5,7,3,385,0,2,0,3,2,4,0,156,0,12,0,18,0,0,0,8,2,6,0,8,5,4,2,131,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,5,0,8,0,0,0,5,2,12,0,16,1,2,0,159,83,280,1,520,9,14,4,406,0,6,0,3,5,4,2,114,3,11,0,6,0,0,0,1,3,10,0,8,8,3,6,44,85,173,2,205,10,5,1,112,2,1,0,0,4,3,3,70,132,175,0,129,7,0,3,34,172,148,1,166,92,27,68,541,Grade 3
Medial Tibia of G3_17.jpg,394,167,7,114,156,12,77,206,15,1,1,0,73,4,86,154,156,40,4,14,13,1,12,10,91,16,0,9,258,9,174,164,8,2,0,4,3,0,2,4,1,0,0,0,2,1,3,3,99,11,0,9,8,2,6,5,155,9,6,14,323,5,208,116,198,23,3,12,49,2,16,10,5,1,0,0,11,0,12,5,14,0,0,1,1,0,2,0,10,1,0,0,9,0,4,0,77,7,3,5,22,0,9,4,4,0,0,0,9,1,14,4,235,16,4,5,11,0,8,4,228,12,3,3,261,0,137,28,7,82,0,127,6,6,2,227,0,3,0,3,2,7,2,150,3,19,0,15,1,0,0,6,3,13,0,12,5,10,4,117,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,6,0,6,0,13,0,1,0,8,3,8,0,17,5,6,3,147,92,272,0,273,11,11,10,244,3,5,0,6,3,6,9,134,3,10,0,7,0,0,0,1,3,7,1,2,9,5,3,32,79,198,5,175,12,6,7,133,5,3,0,6,13,6,14,115,143,161,2,124,4,2,5,28,171,118,6,169,118,39,139,621,Grade 3
Medial Tibia of G3_18.jpg,212,81,1,49,194,14,65,259,4,1,0,0,64,10,66,137,117,27,0,5,13,0,5,12,47,6,0,3,259,14,166,178,5,2,0,1,5,0,5,4,1,0,0,1,2,0,1,2,70,14,3,2,5,0,7,4,139,11,0,6,387,7,178,114,185,11,3,9,58,1,15,20,3,0,0,0,22,0,9,1,21,0,0,0,1,0,0,0,11,1,0,1,20,0,2,0,90,3,1,3,20,0,5,1,0,0,0,0,6,0,5,1,301,18,4,10,25,0,4,5,466,1,1,7,424,2,128,58,3,55,0,118,5,9,2,397,0,0,0,2,0,2,0,157,2,7,0,6,0,0,0,5,3,4,0,7,3,7,5,125,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,2,2,2,0,6,0,0,0,10,2,4,0,10,4,7,2,153,82,222,0,340,14,20,4,352,1,6,0,1,6,2,4,97,6,10,0,6,1,0,1,3,3,11,0,7,6,9,2,46,63,134,0,149,11,6,5,113,0,1,0,1,9,3,4,65,148,180,1,161,4,2,0,41,203,133,3,169,125,40,56,606,Grade 3
Medial Tibia of G3_19.jpg,196,72,2,42,181,21,77,243,4,2,0,0,56,6,54,105,101,21,0,9,12,1,3,11,65,5,0,4,231,6,121,155,1,2,0,0,0,0,0,5,0,0,0,0,1,0,0,1,72,10,2,5,6,0,3,7,136,15,0,4,372,9,137,133,192,11,3,4,63,0,7,11,2,0,0,0,24,0,6,5,13,0,0,1,1,0,0,0,17,0,0,0,23,0,4,4,64,7,0,5,17,0,8,4,1,0,0,0,7,0,3,0,326,17,5,6,14,0,9,12,580,9,3,12,478,3,97,56,2,50,0,100,2,15,2,501,0,0,0,0,2,7,0,170,3,4,1,15,0,0,0,11,1,2,0,1,4,5,2,124,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,4,0,7,0,0,0,10,1,5,0,9,6,7,0,148,82,215,1,330,22,19,10,408,0,5,0,2,6,3,2,103,3,9,0,8,0,0,0,4,5,3,0,4,7,6,6,36,57,113,0,135,6,2,1,104,1,2,0,0,3,5,4,70,167,185,2,128,5,5,2,45,213,134,2,140,140,52,76,616,Grade 3
Medial Tibia of G3_2.jpg,292,117,14,93,196,20,100,241,4,2,0,1,75,9,80,185,105,22,3,7,18,2,11,9,82,8,1,6,293,15,187,188,6,1,0,4,7,0,1,0,0,0,0,0,0,0,2,1,54,11,4,2,13,0,8,4,137,6,2,7,491,8,213,128,174,17,4,16,49,2,24,20,1,0,0,1,19,0,7,3,9,1,0,2,1,0,1,0,10,0,0,1,14,0,4,2,72,2,2,6,20,0,10,5,1,1,0,0,9,0,9,5,216,10,4,4,19,0,9,3,278,5,5,6,320,3,127,29,4,64,0,116,3,10,0,267,0,3,0,3,2,6,2,171,1,19,0,8,0,0,0,3,2,7,0,6,3,6,2,139,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,3,2,15,0,11,6,10,3,190,70,262,0,411,12,12,4,332,1,3,0,5,9,3,3,124,4,11,1,9,0,0,0,1,2,11,0,6,2,4,2,32,97,148,1,191,8,4,7,92,1,2,0,1,7,3,8,77,125,144,3,113,6,2,1,31,139,127,1,154,109,50,78,574,Grade 3
Medial Tibia of G3_20.jpg,264,102,9,71,175,9,90,257,5,0,1,1,79,7,90,208,71,13,2,9,17,1,5,10,62,7,0,9,266,9,207,186,8,0,0,0,3,0,5,4,1,0,0,0,0,0,2,1,61,8,1,1,12,0,5,5,165,11,0,2,529,5,268,101,171,10,7,13,27,0,15,20,0,0,1,0,6,0,7,1,9,1,0,0,1,0,1,0,3,0,0,0,10,0,7,2,65,4,2,7,16,0,9,9,1,0,0,0,5,0,8,4,186,8,0,3,9,0,10,0,296,7,5,3,321,0,88,13,6,55,1,189,1,7,2,331,1,2,0,5,0,6,0,187,1,4,0,14,0,0,1,1,4,6,0,11,3,7,3,147,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,0,0,4,1,13,0,12,3,12,1,152,84,301,2,600,10,9,4,386,1,2,0,2,4,8,4,110,12,12,0,10,1,0,1,0,5,4,0,6,5,4,4,30,73,164,3,228,9,1,5,104,0,1,0,4,3,4,6,63,129,137,1,135,4,0,1,34,144,138,3,127,100,22,67,435,Grade 3
Medial Tibia of G3_21.jpg,323,110,10,85,177,16,86,221,9,2,0,2,73,6,99,160,105,13,2,9,19,0,9,5,78,18,1,8,281,11,198,183,11,6,0,5,3,0,6,1,1,0,0,0,0,0,4,4,77,11,2,2,5,0,7,3,135,14,1,7,466,9,224,113,155,21,7,14,37,0,22,14,1,0,0,0,12,2,6,7,10,3,0,0,1,0,0,0,5,0,0,1,7,1,1,0,87,5,2,7,17,0,10,8,0,0,0,0,9,0,8,2,173,9,5,5,26,0,8,1,242,6,1,3,298,1,99,20,6,77,1,158,3,7,2,249,0,4,0,3,0,7,3,168,1,13,0,12,1,2,0,5,5,8,0,13,7,8,2,143,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,7,6,12,0,14,7,7,0,153,83,299,1,468,20,9,9,313,2,6,0,5,2,4,3,120,9,11,0,9,0,0,0,3,5,5,0,6,4,3,3,32,92,226,3,221,8,2,4,100,3,3,0,2,6,2,3,105,131,177,4,115,4,0,4,23,162,136,0,156,100,23,83,522,Grade 3
Medial Tibia of G3_22.jpg,249,123,3,57,171,16,50,249,5,2,0,0,62,2,66,169,106,23,2,12,15,0,11,17,71,13,1,5,174,11,136,175,4,2,0,2,7,0,1,2,0,0,0,0,2,0,1,1,68,13,1,5,9,0,3,5,120,15,4,2,312,3,153,152,161,13,1,6,48,1,13,18,3,1,0,0,19,1,6,5,22,3,0,0,1,0,0,0,5,0,0,0,18,1,4,4,72,9,2,6,8,1,6,10,1,0,0,0,6,0,3,4,261,22,3,8,14,0,5,2,424,9,2,5,420,3,96,36,5,66,1,139,5,10,1,433,0,5,0,1,4,4,1,205,4,10,0,11,0,0,0,8,1,3,0,4,4,6,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,10,0,0,0,8,0,8,0,10,0,2,2,110,73,269,0,318,18,18,3,406,1,2,0,0,1,9,3,102,4,8,1,4,0,1,0,1,7,9,0,0,10,11,4,30,73,151,0,199,10,3,6,129,1,2,0,1,6,7,5,98,198,209,4,144,4,3,4,38,198,148,4,127,134,35,89,566,Grade 3
Medial Tibia of G3_23.jpg,618,109,14,62,415,20,94,161,8,2,1,2,93,10,60,80,113,10,3,12,12,2,12,11,66,12,2,9,161,9,75,110,10,5,0,5,12,0,2,6,0,1,0,1,4,0,3,4,53,10,2,11,10,1,6,15,93,20,7,23,180,2,117,135,449,20,12,18,127,1,26,19,12,0,0,1,30,2,12,1,23,2,0,0,0,0,1,2,22,0,1,3,14,1,9,3,74,7,4,10,26,0,9,11,3,0,0,0,7,1,10,4,189,8,8,16,12,2,8,3,199,6,10,17,170,4,98,46,21,57,2,100,14,21,6,220,0,2,0,8,1,6,7,114,2,23,0,13,1,0,0,10,3,9,0,19,5,9,3,126,0,2,0,7,0,0,0,10,1,0,0,1,0,1,1,9,4,12,0,22,0,5,1,13,3,16,0,61,18,15,5,362,112,188,3,181,33,15,9,171,4,4,2,7,7,5,5,93,8,9,0,12,1,0,0,2,10,5,0,22,3,2,4,39,60,76,3,103,15,5,6,88,2,0,0,13,6,5,8,87,87,83,0,162,4,3,6,43,121,106,10,362,88,36,99,908,Grade 3
Medial Tibia of G3_24.jpg,258,76,11,80,179,16,88,221,3,1,1,0,73,6,77,135,83,17,2,7,16,0,8,11,54,7,0,7,272,11,231,169,7,1,0,0,2,0,1,4,0,0,0,0,2,0,1,3,73,6,0,0,14,1,3,2,137,8,0,3,512,9,205,99,186,25,4,12,52,0,13,15,1,0,0,0,12,0,8,2,14,1,1,0,1,0,0,0,3,0,0,0,13,0,4,1,70,4,2,4,12,2,9,9,1,0,0,0,10,0,3,1,231,4,0,6,16,0,9,1,355,4,5,4,311,2,114,29,6,54,0,165,1,6,1,306,0,0,0,3,0,2,0,140,1,9,0,8,0,0,0,8,4,8,0,11,2,8,2,134,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,2,1,2,0,4,0,0,0,5,1,7,0,13,4,3,1,164,94,259,0,552,13,13,5,384,2,5,0,7,4,1,3,102,6,13,1,8,0,0,0,3,5,11,0,7,5,7,7,40,78,184,0,214,11,3,5,92,3,1,0,2,6,2,6,54,187,163,3,149,5,2,2,33,158,142,2,170,86,46,70,475,Grade 3
Medial Tibia of G3_25.jpg,352,145,8,82,163,19,77,216,1,2,1,1,64,10,90,137,184,31,2,14,22,0,9,8,73,10,2,6,241,12,188,152,7,1,0,0,3,0,1,2,0,1,0,0,0,0,0,6,94,15,2,14,9,0,10,6,141,14,4,11,241,6,186,109,196,17,1,8,30,1,13,8,2,1,0,0,6,1,11,6,19,1,1,0,2,0,0,0,12,1,0,0,15,0,5,1,78,6,2,8,25,1,7,8,1,0,0,0,7,1,7,6,266,19,10,5,9,0,9,7,330,6,4,12,278,3,141,38,9,81,1,125,3,9,1,271,0,2,0,1,2,4,2,180,5,15,0,14,0,1,0,7,4,3,0,7,6,7,4,118,0,4,1,4,0,0,0,4,0,0,0,1,0,0,0,3,1,4,0,6,0,1,0,9,0,8,0,21,3,7,7,119,81,228,0,227,11,15,7,249,8,5,0,2,12,3,5,115,13,11,1,0,0,0,1,2,10,8,1,6,12,2,5,39,81,172,2,161,17,4,7,116,1,6,0,6,3,8,10,120,189,212,6,143,3,0,6,42,214,126,4,140,144,40,127,670,Grade 3
Medial Tibia of G3_26.jpg,280,73,7,63,215,11,85,190,3,1,0,1,72,4,75,107,77,18,1,5,15,0,4,7,58,5,0,5,228,6,146,151,5,3,0,4,6,0,3,4,0,0,0,0,0,0,1,1,60,9,0,11,9,0,5,1,193,13,1,12,511,7,196,96,201,14,5,12,61,0,19,17,2,0,0,0,18,0,8,3,11,2,0,1,1,0,0,0,2,1,0,0,6,0,1,1,113,3,2,7,18,0,8,7,0,0,0,0,7,0,4,4,215,6,1,4,13,0,9,4,333,7,3,3,350,2,89,20,9,69,0,213,0,8,0,362,0,1,0,2,2,1,0,163,1,11,0,16,1,0,0,8,1,10,0,13,3,6,1,136,0,2,0,2,0,0,0,5,0,0,0,0,0,0,0,2,0,4,0,8,0,0,0,6,6,18,0,16,5,5,8,149,84,261,3,604,17,10,5,396,2,2,0,4,2,7,3,97,4,5,0,9,0,0,0,1,5,6,0,16,5,1,4,30,87,158,1,219,5,2,9,102,0,6,0,1,3,1,6,66,114,159,1,131,4,0,3,23,162,129,3,164,98,33,70,503,Grade 3
Medial Tibia of G3_27.jpg,325,95,6,86,194,17,83,214,8,0,0,2,76,11,90,141,113,25,2,17,9,1,10,10,82,10,1,4,195,6,141,178,4,3,0,3,2,0,2,8,0,0,0,0,1,0,1,0,99,13,4,9,6,0,2,2,165,15,1,15,256,2,139,126,213,18,4,6,56,1,12,14,6,0,0,0,22,0,13,5,23,1,0,0,2,0,0,0,11,0,0,0,20,1,7,2,101,7,1,0,13,2,6,6,2,0,0,0,10,0,4,5,283,8,3,5,11,0,5,4,432,6,7,8,328,2,120,40,9,69,1,138,2,22,3,392,0,1,0,5,5,3,5,175,1,6,1,12,0,0,0,10,2,7,0,5,4,9,4,111,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,2,1,5,0,10,0,1,0,7,7,10,0,22,3,5,3,178,86,247,0,273,22,21,11,277,2,3,0,2,10,4,4,98,8,6,0,7,0,0,0,1,6,4,0,6,7,3,5,27,92,149,1,152,17,4,5,111,3,1,0,1,8,6,6,87,131,172,3,139,7,0,3,39,192,145,4,187,103,36,90,611,Grade 3
Medial Tibia of G3_28.jpg,391,99,7,69,212,12,93,200,12,2,0,2,86,8,67,88,126,29,2,7,19,0,4,9,72,13,2,4,229,12,149,126,6,2,0,0,10,0,1,2,0,0,0,0,0,0,4,4,65,10,2,6,8,0,9,8,163,14,3,10,363,9,209,108,224,19,1,11,80,1,25,9,5,0,0,0,15,0,15,2,14,2,0,0,0,0,0,0,9,0,0,0,14,0,3,0,89,5,5,7,27,1,11,7,2,0,0,0,12,1,9,2,198,9,2,6,20,0,6,2,304,5,8,8,290,2,124,24,7,77,0,190,5,5,0,257,0,3,0,3,2,2,2,158,6,17,0,19,0,0,0,9,4,4,0,20,2,6,3,147,1,0,0,5,0,0,0,4,0,1,0,0,0,0,0,3,0,6,0,7,0,0,0,10,2,19,0,27,4,6,7,186,88,238,5,402,20,13,15,330,0,5,0,9,5,4,5,112,6,5,0,4,0,0,0,1,2,6,0,9,1,1,3,31,55,117,4,220,11,8,5,113,1,1,0,7,3,0,4,86,126,129,7,135,3,0,5,25,158,147,2,203,113,39,85,631,Grade 3
Medial Tibia of G3_29.jpg,390,93,10,65,301,11,139,203,11,1,3,2,121,5,68,93,79,12,3,11,24,0,3,9,48,7,0,8,274,14,124,152,10,3,0,3,8,0,3,2,1,1,0,0,2,0,1,4,80,8,0,9,28,0,10,4,136,17,2,11,516,4,214,144,249,22,11,13,59,1,25,21,3,0,0,0,18,0,11,1,11,0,0,0,0,0,0,0,6,1,0,1,15,0,2,0,100,5,8,5,29,1,12,9,1,0,1,0,7,0,5,5,159,8,4,4,21,0,11,4,227,2,5,4,266,1,89,29,9,65,0,137,4,5,0,271,0,1,0,5,2,8,4,150,3,10,0,9,0,0,0,5,4,8,0,15,3,10,2,158,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,5,0,10,0,0,0,5,5,13,0,29,6,18,6,262,73,221,1,505,15,15,5,281,0,6,0,6,5,5,6,100,6,11,0,7,1,0,1,0,7,5,0,6,5,3,3,56,53,123,1,154,6,7,2,89,0,1,0,5,4,2,5,84,96,117,1,117,3,0,1,29,122,129,9,203,88,39,73,630,Grade 3
Medial Tibia of G3_3.jpg,344,115,4,51,216,26,77,276,7,4,0,0,92,8,50,150,107,18,3,13,5,0,11,18,67,7,0,2,207,9,109,145,2,3,0,1,6,1,2,5,0,0,0,0,0,0,0,2,74,15,5,7,15,1,6,9,128,11,1,9,238,7,133,126,207,13,2,14,61,1,8,12,2,1,0,0,17,0,8,6,23,2,0,1,2,0,0,1,21,0,0,0,20,0,5,4,89,4,3,10,9,0,6,5,3,0,0,1,4,0,1,6,278,14,7,11,12,0,8,8,443,7,8,13,325,4,117,42,10,71,0,116,2,17,1,391,1,4,0,2,3,5,3,234,2,5,0,11,0,0,0,5,1,4,0,4,8,8,2,97,0,0,0,4,0,1,0,7,0,0,0,0,0,0,0,5,0,9,0,21,0,0,0,8,3,0,0,15,4,6,3,193,98,203,3,227,18,20,8,303,7,5,0,4,12,7,6,100,11,12,0,8,3,0,0,5,7,6,0,5,12,3,7,34,59,115,4,146,13,8,4,121,2,4,0,5,5,6,5,97,175,186,4,167,1,3,5,54,234,116,8,150,111,34,99,623,Grade 3
Medial Tibia of G3_30.jpg,246,125,6,57,167,19,79,264,5,2,0,0,67,7,79,150,100,23,0,7,16,1,10,13,50,10,0,7,268,12,177,197,4,0,0,0,3,1,0,4,0,0,0,0,1,0,0,4,58,7,2,2,11,0,5,7,118,15,0,6,429,7,196,158,179,14,3,8,61,0,17,17,3,1,0,0,14,0,18,4,19,0,0,0,3,1,0,0,11,0,0,0,14,0,2,1,56,6,0,3,23,0,7,7,3,1,0,0,9,0,3,3,244,10,4,5,17,1,7,12,309,5,2,8,372,6,106,37,4,67,0,109,5,2,1,313,0,3,0,1,1,4,0,156,0,6,0,14,0,0,0,8,0,4,0,7,5,6,1,137,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,8,1,13,0,10,1,9,1,135,76,252,0,374,10,20,5,406,1,5,0,4,5,10,6,99,5,15,0,6,1,0,1,6,2,8,0,4,5,11,2,34,87,196,0,184,10,5,5,113,0,3,0,5,6,1,1,72,158,202,0,132,4,6,4,42,178,131,3,156,113,53,62,591,Grade 3
Medial Tibia of G3_31.jpg,245,102,1,58,159,13,66,251,6,2,0,0,69,9,72,165,111,17,3,9,11,0,5,16,59,7,2,3,254,7,135,176,9,1,0,2,4,0,2,8,1,0,0,0,0,0,0,5,80,14,3,6,8,0,6,8,129,10,1,6,299,3,173,134,170,12,1,9,45,0,7,15,8,0,0,0,16,1,6,6,14,1,0,0,1,0,0,0,8,0,0,0,16,2,3,1,65,6,2,5,11,0,2,9,0,0,0,0,3,0,4,4,292,13,3,15,19,1,10,7,454,7,4,5,369,2,121,40,2,71,0,128,2,17,3,412,0,2,0,0,2,7,0,204,1,11,0,6,1,2,0,8,0,4,0,8,7,6,3,122,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,5,1,3,0,11,3,4,1,158,72,252,1,288,13,21,8,357,6,3,1,4,6,8,4,114,10,13,0,7,0,1,0,1,6,7,0,3,10,4,1,33,93,150,0,164,9,7,3,122,0,2,0,2,6,4,4,73,196,202,2,132,3,0,4,43,211,147,0,135,130,34,108,570,Grade 3
Medial Tibia of G3_32.jpg,506,122,4,56,368,32,88,192,9,5,1,2,88,3,62,96,123,26,1,8,21,1,10,13,70,9,3,8,178,10,138,118,11,5,1,4,13,1,3,3,0,0,0,1,2,0,1,5,63,8,3,10,11,0,6,7,123,20,6,9,218,13,147,134,371,13,6,16,130,2,18,17,9,0,1,2,27,1,14,8,21,0,1,1,0,0,2,0,15,3,1,2,22,1,6,3,83,8,2,5,21,0,7,7,2,0,0,0,15,1,8,2,203,12,6,9,20,1,7,3,267,7,7,13,201,4,99,46,10,47,1,102,8,21,2,239,1,3,0,4,0,5,0,160,2,9,0,24,1,0,0,10,4,7,1,21,6,5,7,148,1,2,0,4,2,0,0,8,0,0,0,1,0,0,0,5,0,6,0,19,0,0,0,13,4,13,0,48,4,17,5,331,85,169,1,194,24,11,15,223,3,5,1,8,8,4,5,116,8,5,0,7,2,0,2,0,8,8,0,17,4,5,4,49,54,92,2,125,9,6,2,85,0,2,0,7,6,4,7,72,101,108,2,130,7,1,5,39,121,130,5,323,115,37,102,802,Grade 3
Medial Tibia of G3_33.jpg,365,181,14,88,165,20,78,247,4,3,0,2,95,8,74,190,186,35,6,16,16,0,7,10,101,16,5,7,216,10,155,193,6,4,0,1,1,0,5,4,1,1,0,0,3,0,3,4,88,17,4,11,3,0,4,12,150,20,1,11,227,1,139,134,156,19,4,10,42,1,15,8,10,0,0,0,19,1,14,5,26,1,0,0,0,0,2,0,5,0,0,1,15,0,2,2,69,8,4,6,2,1,5,5,2,0,0,0,9,0,12,5,253,13,4,7,17,0,5,5,344,11,8,15,301,2,134,27,6,86,0,155,7,11,4,350,1,0,0,3,3,7,5,224,3,14,0,15,0,1,0,11,1,5,0,7,5,1,4,112,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,7,0,6,0,7,0,1,0,11,1,9,0,14,3,8,4,115,81,181,0,184,17,13,7,281,1,3,0,5,6,7,14,142,6,5,0,6,0,0,0,4,6,7,0,6,8,4,6,26,80,154,2,157,11,3,7,115,6,2,0,2,10,4,14,166,141,149,1,119,4,1,3,33,186,102,6,118,132,28,146,639,Grade 3
