File,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,LBP_10,LBP_11,LBP_12,LBP_13,LBP_14,LBP_15,LBP_16,LBP_17,LBP_18,LBP_19,LBP_20,LBP_21,LBP_22,LBP_23,LBP_24,LBP_25,LBP_26,LBP_27,LBP_28,LBP_29,LBP_30,LBP_31,LBP_32,LBP_33,LBP_34,LBP_35,LBP_36,LBP_37,LBP_38,LBP_39,LBP_40,LBP_41,LBP_42,LBP_43,LBP_44,LBP_45,LBP_46,LBP_47,LBP_48,LBP_49,LBP_50,LBP_51,LBP_52,LBP_53,LBP_54,LBP_55,LBP_56,LBP_57,LBP_58,LBP_59,LBP_60,LBP_61,LBP_62,LBP_63,LBP_64,LBP_65,LBP_66,LBP_67,LBP_68,LBP_69,LBP_70,LBP_71,LBP_72,LBP_73,LBP_74,LBP_75,LBP_76,LBP_77,LBP_78,LBP_79,LBP_80,LBP_81,LBP_82,LBP_83,LBP_84,LBP_85,LBP_86,LBP_87,LBP_88,LBP_89,LBP_90,LBP_91,LBP_92,LBP_93,LBP_94,LBP_95,LBP_96,LBP_97,LBP_98,LBP_99,LBP_100,LBP_101,LBP_102,LBP_103,LBP_104,LBP_105,LBP_106,LBP_107,LBP_108,LBP_109,LBP_110,LBP_111,LBP_112,LBP_113,LBP_114,LBP_115,LBP_116,LBP_117,LBP_118,LBP_119,LBP_120,LBP_121,LBP_122,LBP_123,LBP_124,LBP_125,LBP_126,LBP_127,LBP_128,LBP_129,LBP_130,LBP_131,LBP_132,LBP_133,LBP_134,LBP_135,LBP_136,LBP_137,LBP_138,LBP_139,LBP_140,LBP_141,LBP_142,LBP_143,LBP_144,LBP_145,LBP_146,LBP_147,LBP_148,LBP_149,LBP_150,LBP_151,LBP_152,LBP_153,LBP_154,LBP_155,LBP_156,LBP_157,LBP_158,LBP_159,LBP_160,LBP_161,LBP_162,LBP_163,LBP_164,LBP_165,LBP_166,LBP_167,LBP_168,LBP_169,LBP_170,LBP_171,LBP_172,LBP_173,LBP_174,LBP_175,LBP_176,LBP_177,LBP_178,LBP_179,LBP_180,LBP_181,LBP_182,LBP_183,LBP_184,LBP_185,LBP_186,LBP_187,LBP_188,LBP_189,LBP_190,LBP_191,LBP_192,LBP_193,LBP_194,LBP_195,LBP_196,LBP_197,LBP_198,LBP_199,LBP_200,LBP_201,LBP_202,LBP_203,LBP_204,LBP_205,LBP_206,LBP_207,LBP_208,LBP_209,LBP_210,LBP_211,LBP_212,LBP_213,LBP_214,LBP_215,LBP_216,LBP_217,LBP_218,LBP_219,LBP_220,LBP_221,LBP_222,LBP_223,LBP_224,LBP_225,LBP_226,LBP_227,LBP_228,LBP_229,LBP_230,LBP_231,LBP_232,LBP_233,LBP_234,LBP_235,LBP_236,LBP_237,LBP_238,LBP_239,LBP_240,LBP_241,LBP_242,LBP_243,LBP_244,LBP_245,LBP_246,LBP_247,LBP_248,LBP_249,LBP_250,LBP_251,LBP_252,LBP_253,LBP_254,LBP_255,LBP_256,class
Medial Tibia of G3_34.jpg,369,86,7,49,276,12,85,166,6,4,0,3,76,5,55,91,93,6,0,9,22,0,4,8,53,10,1,5,252,11,125,129,20,2,1,1,7,0,3,2,0,0,0,0,3,0,3,2,75,8,1,2,31,1,7,4,145,16,3,6,589,4,216,131,283,30,11,22,82,0,24,20,6,0,0,0,14,1,9,3,8,0,0,0,1,0,1,0,8,0,0,0,11,0,3,2,77,7,8,4,22,0,11,6,1,0,0,0,12,1,1,6,202,10,6,6,21,0,4,4,232,4,2,7,304,2,76,27,7,67,0,121,5,10,0,238,0,2,0,5,2,3,1,120,3,4,1,10,0,0,1,8,1,13,0,15,3,14,5,140,0,1,0,3,0,0,1,5,0,0,0,0,0,0,0,2,3,5,0,19,0,1,0,5,3,15,0,24,6,15,1,235,96,256,2,470,17,14,9,306,1,4,0,6,6,4,7,98,2,9,0,7,0,0,0,3,7,12,0,13,3,0,0,38,62,96,1,192,6,4,2,84,0,6,0,5,10,2,2,55,108,127,2,144,6,1,4,30,152,162,1,229,120,53,85,614,Grade 3
Medial Tibia of G3_35.jpg,404,120,12,79,243,15,87,218,8,3,0,0,94,4,59,107,98,23,2,6,20,1,10,8,62,7,2,8,228,13,127,128,10,2,0,1,5,2,2,7,2,0,0,0,3,0,3,2,80,10,1,4,13,1,7,8,133,4,1,7,319,8,180,129,292,25,8,15,81,2,20,17,2,0,0,0,18,0,10,5,22,2,0,0,2,0,0,0,14,2,0,0,18,0,2,1,111,6,1,8,14,0,6,14,3,0,0,0,13,0,6,4,184,7,3,10,19,0,8,5,257,7,8,5,258,0,112,29,6,66,2,125,8,14,0,220,0,1,0,6,2,6,2,151,3,18,0,14,0,1,0,4,6,11,0,15,5,12,3,123,0,0,0,3,0,1,0,3,0,0,0,0,0,1,0,3,1,7,1,15,0,1,0,12,3,12,0,32,5,10,3,217,90,221,0,364,21,17,5,288,2,8,0,6,6,12,6,126,4,12,0,7,1,0,0,2,9,5,0,11,7,7,4,47,65,109,2,169,13,0,11,115,5,3,0,2,3,4,12,103,100,134,3,141,6,3,3,36,125,150,7,238,115,42,99,745,Grade 3
Medial Tibia of G3_36.jpg,353,100,5,61,245,17,94,237,6,3,0,2,115,5,66,110,93,8,1,6,11,0,6,7,57,8,0,6,213,4,95,142,4,3,0,0,4,0,2,2,0,0,0,0,2,0,3,3,82,9,5,7,16,0,3,8,174,12,3,15,320,4,169,134,247,13,3,12,75,1,15,13,2,0,0,0,15,2,9,4,12,0,1,0,1,0,1,0,10,1,0,0,8,0,4,4,87,10,2,6,17,0,3,6,1,0,0,0,7,1,4,0,263,9,8,11,13,0,6,5,381,6,6,6,333,0,113,38,12,80,1,174,2,10,4,453,0,1,0,2,1,4,2,198,3,5,0,13,0,1,1,11,0,6,0,16,2,5,1,143,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,5,0,9,0,12,0,0,0,6,1,18,0,25,4,4,3,215,105,190,0,276,24,20,13,322,3,6,0,3,6,11,6,94,7,5,1,7,0,0,1,4,6,5,0,4,14,5,2,30,71,120,2,155,6,1,6,95,1,4,0,5,9,4,6,84,106,107,4,124,4,1,7,27,206,140,3,212,107,35,65,596,Grade 3
Medial Tibia of G3_37.jpg,345,98,13,61,218,20,83,209,9,2,1,1,88,4,74,91,101,20,1,11,16,1,4,5,64,9,0,7,238,8,120,140,8,5,1,1,1,0,0,4,0,0,0,0,5,0,1,1,65,5,4,2,12,0,6,5,159,23,2,8,415,11,173,139,240,22,6,13,62,3,20,14,4,0,0,0,20,0,9,4,14,0,0,0,3,0,0,0,10,1,0,1,15,0,8,1,89,5,4,8,27,0,11,5,0,1,0,0,8,0,5,3,229,10,3,1,13,1,8,5,348,3,6,6,322,2,112,32,10,58,2,167,5,21,2,272,0,3,0,4,0,6,1,169,3,8,0,16,1,0,0,11,3,4,0,6,3,11,3,99,0,3,0,4,1,0,0,2,0,0,0,0,0,0,0,2,0,5,0,10,0,0,2,4,5,15,0,30,5,10,5,206,93,252,5,428,18,9,5,313,4,7,0,5,7,6,4,121,8,13,0,12,2,0,0,3,6,12,1,10,12,4,5,37,65,120,0,179,7,5,5,102,3,2,0,5,6,1,3,74,107,127,7,119,3,0,5,46,149,129,5,215,95,36,90,637,Grade 3
Medial Tibia of G3_38.jpg,351,108,11,85,226,25,115,199,3,6,0,1,94,9,68,120,120,27,1,3,22,1,5,7,76,10,1,1,271,6,158,133,10,1,0,0,9,0,6,2,0,0,0,0,1,0,1,1,71,8,3,10,13,1,6,4,143,10,3,11,409,6,195,154,224,17,10,16,56,4,24,16,2,0,0,0,22,0,5,10,14,0,0,1,3,0,0,0,10,0,0,0,16,0,3,0,83,6,1,6,12,1,8,6,1,0,0,0,6,0,5,1,228,8,4,12,15,0,8,7,250,3,6,5,311,2,115,31,9,75,0,131,3,12,2,214,0,3,0,2,2,3,2,145,2,10,0,20,0,0,0,3,5,7,1,11,7,9,4,147,0,1,0,4,0,1,0,3,0,0,0,0,0,1,0,6,1,9,0,9,0,0,0,6,4,14,0,20,8,11,8,186,103,219,2,393,14,12,10,258,1,7,0,8,8,9,7,111,6,12,0,11,2,0,0,2,9,11,0,9,11,3,6,37,59,146,0,184,16,2,8,120,3,2,0,4,4,2,6,84,127,130,6,138,1,2,2,29,171,141,4,202,114,34,88,635,Grade 3
Medial Tibia of G3_39.jpg,319,79,9,72,246,11,102,224,8,1,1,2,93,5,74,142,77,12,1,11,12,0,7,10,68,10,1,4,223,6,122,142,12,2,0,3,2,0,4,3,0,0,0,0,1,0,3,3,80,9,2,10,11,0,6,4,196,16,3,13,377,11,196,139,222,11,3,7,60,0,22,18,6,0,0,1,19,0,8,2,14,1,0,0,1,0,1,0,6,0,0,0,16,0,1,2,80,4,0,2,17,0,6,5,2,0,0,0,10,0,4,1,229,6,2,5,13,0,10,3,435,9,7,8,338,1,100,30,6,81,0,205,2,9,2,397,0,0,0,2,1,8,1,187,0,4,0,20,0,2,0,4,1,5,0,12,5,10,4,141,1,3,0,5,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,10,0,0,0,7,3,13,0,19,5,12,6,191,108,204,3,408,21,8,5,338,1,3,0,6,10,9,10,101,4,5,0,6,0,0,0,3,4,7,0,5,2,6,2,25,76,94,3,154,9,2,6,114,1,3,0,6,2,2,5,74,102,108,2,137,2,1,2,22,161,141,3,174,106,23,70,546,Grade 3
Medial Tibia of G3_4.jpg,384,95,3,73,245,36,88,290,11,2,1,1,99,9,67,145,112,15,5,11,10,1,8,11,78,8,0,7,195,10,67,112,9,1,0,2,5,0,1,5,1,0,0,1,0,0,1,1,64,11,4,9,7,1,3,9,141,12,4,12,178,4,120,138,266,11,4,3,75,2,13,14,4,0,0,0,21,2,15,2,23,0,0,3,2,0,0,0,37,1,1,1,17,1,1,1,75,6,0,3,8,0,2,5,1,0,0,0,12,0,4,2,267,9,9,6,10,0,9,4,479,8,7,7,280,1,112,51,14,71,0,168,9,24,4,454,1,5,0,1,5,6,3,203,3,8,0,10,0,0,0,9,2,6,0,12,3,8,0,119,1,1,0,5,0,0,0,7,0,0,0,0,0,0,0,10,1,10,0,17,0,0,0,14,5,7,0,25,1,3,3,200,122,184,2,248,27,23,12,303,3,5,0,4,12,12,4,92,7,4,0,5,0,0,0,2,6,11,0,9,7,2,4,25,68,79,1,139,7,3,2,108,1,2,0,1,8,3,5,95,135,126,2,166,9,1,3,56,235,134,9,232,90,19,86,642,Grade 3
Medial Tibia of G3_40.jpg,324,80,9,61,294,12,96,197,4,4,0,0,89,5,55,83,81,22,1,8,18,0,2,3,70,9,0,3,217,15,85,103,10,2,0,0,3,0,1,7,0,0,0,0,0,0,0,0,73,10,1,4,19,0,2,7,178,21,5,5,481,6,162,127,288,16,7,16,95,1,20,21,2,0,0,0,16,0,10,6,21,0,0,0,3,0,0,0,9,0,1,0,19,1,1,0,84,7,4,6,32,0,10,2,1,0,0,0,7,0,1,2,187,6,4,6,20,0,4,3,356,3,2,9,383,4,85,37,8,55,0,201,2,8,4,317,1,3,0,4,1,3,1,138,0,4,0,10,0,0,0,8,1,3,0,14,3,8,3,143,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,1,5,0,9,0,0,0,6,4,19,1,23,6,8,5,232,68,207,1,451,19,11,10,335,2,2,0,4,6,6,2,118,2,11,0,5,0,1,0,2,1,3,0,6,3,3,3,31,68,122,0,163,7,5,3,102,0,2,0,6,7,1,8,76,98,120,5,141,3,2,2,36,160,141,1,251,102,41,66,588,Grade 3
Medial Tibia of G3_41.jpg,399,140,8,88,184,20,86,299,16,3,0,1,88,8,81,166,151,25,4,17,17,1,4,16,80,9,3,8,175,10,131,159,10,2,0,3,4,0,1,10,0,0,0,0,0,0,0,4,60,17,3,10,10,0,5,6,150,18,2,11,190,6,138,157,190,22,3,10,47,1,16,10,9,0,0,0,20,0,10,3,28,1,1,2,0,0,1,0,12,0,0,0,18,0,7,3,93,8,2,5,13,0,4,4,2,0,0,0,6,2,10,1,244,5,8,8,13,0,7,2,349,5,12,8,253,1,132,47,13,81,0,175,3,19,5,368,0,3,0,4,2,10,3,227,4,7,0,19,0,0,1,10,5,7,0,9,4,5,7,133,0,5,0,1,0,0,0,4,0,1,0,2,0,0,0,9,2,3,0,13,0,0,0,19,2,12,0,18,3,3,1,157,94,194,1,219,25,20,13,262,5,5,0,5,19,7,5,145,8,7,0,5,1,0,1,3,4,7,0,2,12,1,5,37,72,96,3,132,5,4,5,118,1,1,0,3,8,9,12,119,157,137,7,138,4,3,4,37,208,97,8,144,105,31,128,642,Grade 3
Medial Tibia of G3_42.jpg,405,124,17,66,182,6,121,177,11,2,0,5,89,4,88,125,100,23,2,9,25,1,12,9,72,13,2,6,252,5,157,127,16,1,1,3,12,0,3,6,0,0,0,0,0,0,4,5,92,9,3,5,18,1,9,6,134,10,5,10,446,13,234,114,216,28,10,18,51,1,25,24,2,0,1,0,11,1,5,4,14,0,1,0,0,0,0,0,3,0,0,0,9,0,2,1,128,7,3,5,18,0,8,7,0,0,0,0,16,0,8,4,197,8,3,7,22,0,6,5,221,2,8,5,251,3,97,23,8,72,0,139,6,9,1,219,0,5,0,4,3,5,0,140,3,12,1,10,0,0,0,4,3,8,0,16,7,7,3,160,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,5,0,4,0,0,0,6,5,15,0,16,12,13,7,186,94,259,3,418,12,13,12,248,2,9,0,13,7,8,1,120,6,11,0,8,1,0,0,1,8,8,0,7,3,6,2,38,84,161,4,235,11,2,10,105,3,3,0,10,9,0,5,71,121,150,1,120,5,2,6,26,171,144,1,202,120,48,70,575,Grade 3
Medial Tibia of G3_43.jpg,305,53,7,55,220,9,97,181,9,2,0,0,62,0,73,96,88,13,1,5,17,0,6,4,53,11,0,5,255,10,135,111,13,1,0,1,9,0,3,1,0,0,0,0,1,0,0,2,66,4,2,8,25,0,6,1,164,17,1,14,620,5,200,139,232,22,9,17,78,0,17,18,3,1,0,0,9,0,10,5,9,0,0,0,2,0,1,0,7,1,0,0,12,0,1,1,107,7,1,6,27,0,11,5,1,0,0,0,7,0,4,2,214,7,1,2,18,0,7,0,335,5,2,3,342,2,111,20,4,59,0,153,3,9,1,287,0,5,0,2,0,5,0,142,1,9,0,9,0,1,0,8,1,9,0,10,3,5,4,136,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,6,0,4,0,0,0,5,2,9,0,29,12,15,5,180,84,256,2,643,14,15,5,320,2,2,0,9,3,2,3,93,2,3,0,7,1,0,0,2,4,8,0,18,5,3,2,36,68,150,0,219,11,1,6,78,1,4,0,3,0,1,4,57,115,131,0,114,4,0,4,24,138,154,3,206,95,41,66,532,Grade 3
Medial Tibia of G3_44.jpg,342,138,6,89,189,17,90,274,9,2,0,1,98,10,88,174,126,30,2,18,15,0,7,17,78,8,1,5,223,10,158,179,5,4,2,3,2,0,3,8,0,0,0,0,0,0,2,2,86,11,4,10,9,0,6,9,126,15,9,12,213,8,144,146,208,14,2,12,50,0,14,9,7,0,0,1,17,1,8,5,15,0,0,0,2,0,0,0,17,0,0,1,15,1,4,0,76,9,2,7,21,0,2,10,3,1,0,0,7,0,8,7,225,14,5,10,14,0,3,4,323,7,4,12,228,1,119,47,11,85,0,128,6,13,1,396,0,3,0,0,5,9,4,222,3,12,0,8,0,0,0,3,3,6,1,10,6,6,2,140,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,5,0,6,0,9,0,0,0,9,1,4,0,13,3,7,3,153,83,239,0,243,18,17,5,289,2,6,0,6,11,9,11,147,10,10,1,11,0,0,0,5,7,11,0,11,3,4,2,40,66,138,2,147,12,2,6,121,1,2,0,2,10,1,10,111,141,146,6,113,6,2,4,45,187,112,4,166,126,35,113,647,Grade 3
Medial Tibia of G3_5.jpg,356,104,19,79,240,14,106,167,8,3,1,0,63,2,57,76,90,9,1,8,23,0,10,3,67,17,0,5,255,11,133,104,16,3,0,1,6,0,4,4,1,0,0,0,3,1,1,2,75,4,5,4,22,0,8,11,145,10,5,13,532,2,229,114,267,23,10,19,48,0,19,18,1,0,0,1,13,0,6,2,12,0,0,0,0,0,0,0,2,0,0,0,15,0,2,1,121,5,2,8,23,1,5,9,2,1,0,0,10,0,4,1,205,4,8,6,19,0,9,1,263,4,3,3,292,4,89,20,8,63,0,141,4,8,3,181,0,4,0,2,0,5,2,141,2,9,0,13,0,0,0,3,2,11,0,14,7,10,7,147,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,2,4,9,0,6,0,0,0,6,8,18,0,17,6,11,5,194,101,284,2,510,17,17,7,263,0,9,1,7,10,2,7,99,4,7,0,7,0,0,0,1,6,3,0,11,2,6,3,46,79,150,2,256,9,4,15,91,2,3,1,2,2,1,3,75,114,124,1,138,8,0,2,27,141,167,3,205,120,51,71,589,Grade 3
Medial Tibia of G3_6.jpg,369,150,5,80,191,24,76,269,3,4,0,1,76,14,98,138,124,36,5,9,16,3,6,8,97,10,1,12,201,8,148,170,6,2,0,5,5,0,0,9,0,0,0,0,1,0,4,6,70,15,3,12,11,1,10,8,125,11,0,22,199,11,124,138,234,17,0,11,50,3,14,11,6,0,0,0,20,0,9,3,23,0,0,0,4,0,0,0,14,0,0,0,16,1,5,1,78,6,2,10,16,2,4,10,2,0,1,0,9,0,6,2,265,3,7,13,19,0,11,5,306,5,8,8,273,1,126,42,9,76,0,123,7,17,0,327,0,1,0,2,1,9,1,201,5,18,0,12,0,1,2,7,3,5,0,8,6,6,1,140,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,3,1,13,0,10,0,1,0,12,3,11,0,18,1,5,1,175,97,224,2,205,16,20,9,244,2,2,0,5,15,11,12,128,7,14,0,1,0,0,0,2,13,10,0,5,7,6,4,36,71,120,1,159,8,6,6,127,1,3,1,2,11,6,9,124,141,171,1,156,2,2,2,36,174,123,7,168,129,37,115,701,Grade 3
Medial Tibia of G3_7.jpg,386,119,10,81,245,25,94,243,11,5,0,0,89,7,65,130,127,17,4,13,13,3,10,10,73,15,0,5,227,7,117,139,11,4,1,1,2,0,3,5,0,0,0,0,1,0,0,5,74,15,3,12,8,1,3,10,157,18,1,14,246,5,150,135,231,10,5,7,49,3,16,11,5,2,0,2,19,2,6,3,19,0,0,0,1,0,1,1,9,0,0,0,23,0,9,2,83,10,2,5,20,1,9,9,0,0,0,0,16,0,7,5,264,13,11,15,9,0,6,6,341,9,5,7,287,4,113,45,6,67,1,126,5,20,5,362,0,3,0,1,4,7,1,183,4,9,0,17,0,1,0,10,3,2,0,8,3,8,1,125,0,0,0,6,1,0,0,7,0,0,0,1,0,0,1,5,1,10,0,14,0,0,0,16,1,9,0,19,7,4,4,202,91,211,1,237,25,23,7,269,3,7,0,8,7,10,10,104,14,8,0,3,0,0,1,2,5,6,0,2,11,4,6,32,74,110,2,127,10,3,5,102,3,3,0,4,8,3,7,117,145,127,5,146,2,1,3,42,172,138,5,206,114,37,110,660,Grade 3
Medial Tibia of G3_8.jpg,396,84,10,63,280,15,122,199,6,1,0,2,104,3,77,101,60,5,1,10,15,0,6,3,91,4,2,6,215,7,125,105,12,0,0,3,8,0,4,1,0,0,0,0,3,0,1,1,72,9,2,7,10,2,5,6,214,13,4,15,393,8,193,129,247,13,4,9,63,0,18,20,9,0,0,0,25,0,8,2,13,0,0,0,0,0,0,0,16,0,0,0,10,0,3,0,92,4,4,5,26,0,12,4,3,0,0,0,11,0,4,2,215,6,3,4,19,0,4,1,394,6,7,7,330,1,75,23,7,67,0,194,4,15,2,447,0,0,0,6,4,8,2,174,2,11,0,14,0,0,0,5,4,8,1,12,2,4,2,127,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,17,0,1,0,7,4,17,0,43,7,6,6,241,93,170,1,428,18,8,8,304,2,2,1,8,6,3,5,87,6,7,0,8,0,0,0,6,5,3,0,6,4,0,1,34,67,82,1,169,6,3,7,98,1,1,0,2,3,1,8,53,123,101,3,123,4,0,5,18,169,116,3,244,105,20,58,540,Grade 3
Medial Tibia of G3_9.jpg,404,77,13,71,271,9,92,198,16,2,0,2,97,0,86,114,82,15,6,8,17,0,6,10,50,11,2,3,248,3,151,122,8,0,0,3,4,0,2,4,1,0,0,0,2,0,3,1,71,11,3,9,15,0,9,2,196,11,7,18,457,9,214,132,262,11,9,11,69,1,23,11,5,0,0,0,20,0,12,2,7,1,1,0,0,0,0,0,14,0,0,1,10,0,4,1,102,5,4,6,27,0,8,7,2,0,0,0,10,0,5,0,184,6,4,8,9,1,0,5,337,6,5,4,318,2,82,28,10,65,0,201,1,6,2,361,0,1,0,1,1,5,3,166,2,7,0,11,0,0,0,2,3,5,0,24,3,6,3,138,0,1,0,4,0,1,0,2,0,0,0,0,0,0,0,4,1,4,0,13,0,1,0,5,2,10,0,28,8,13,2,236,99,211,4,421,19,13,14,300,1,2,0,7,9,5,7,89,1,6,0,6,0,0,0,1,5,4,0,11,3,0,4,26,63,116,1,200,9,2,3,82,2,3,0,6,5,3,5,73,67,106,4,112,4,3,2,23,146,131,3,240,89,32,64,544,Grade 3
Medial Tibia of G4_1.jpg,506,122,13,82,281,22,103,171,9,3,0,2,78,8,63,73,97,20,1,8,23,1,5,5,81,13,4,7,207,8,94,83,17,1,0,1,12,0,5,5,1,0,0,0,1,0,5,2,71,13,3,3,23,0,6,6,157,12,2,10,382,9,171,121,282,27,11,20,63,3,25,16,6,0,0,0,27,1,6,5,15,1,0,0,1,0,1,0,12,1,0,1,16,2,2,0,112,11,6,7,24,0,12,6,4,0,0,0,10,0,9,5,178,4,5,2,16,0,7,3,209,7,9,11,221,3,100,24,14,79,0,172,7,10,4,213,0,2,0,8,4,5,3,116,2,11,1,16,0,0,0,8,4,11,0,19,9,4,2,139,1,0,1,5,0,0,1,11,0,0,0,0,0,0,0,2,2,6,0,13,0,0,0,9,1,26,0,37,9,20,13,223,91,256,3,432,19,7,17,258,0,5,0,14,6,4,8,118,9,4,1,7,0,0,0,5,3,9,0,22,1,5,3,41,59,100,3,188,10,2,10,88,1,4,0,11,7,2,13,122,77,104,3,137,3,2,3,32,117,124,5,258,92,35,101,716,Grade 4
Medial Tibia of G4_2.jpg,424,82,15,74,288,8,79,226,10,1,0,0,102,2,63,95,76,16,2,7,21,0,4,9,72,11,1,5,186,6,104,84,7,3,0,2,5,1,1,6,1,0,0,0,3,0,3,2,72,3,3,8,8,0,4,4,213,20,4,18,457,9,165,131,297,13,6,13,103,1,29,23,3,0,0,0,22,1,5,3,12,0,0,0,0,0,0,0,5,0,1,0,14,0,2,2,98,5,2,2,20,0,9,1,3,0,0,0,12,0,9,6,175,6,6,3,14,0,3,1,323,11,4,7,330,2,91,32,9,65,1,214,3,8,2,325,0,4,0,2,3,6,2,134,1,9,0,19,0,0,0,8,2,10,1,18,3,8,2,149,0,2,0,5,0,0,0,2,0,0,0,1,0,1,0,3,0,2,0,18,1,0,0,4,6,13,0,46,10,6,2,267,78,190,2,492,20,10,17,310,1,5,0,7,4,3,5,104,2,8,0,3,0,0,1,1,6,6,0,12,4,2,1,34,59,95,0,156,6,4,6,84,1,1,0,8,4,3,9,74,50,94,0,126,3,0,2,33,151,119,2,240,93,26,69,602,Grade 4
Medial Tibia of G4_3.jpg,281,67,7,42,294,23,70,269,2,1,0,0,90,9,57,111,72,9,3,3,12,3,3,7,53,8,0,6,276,7,81,131,5,1,0,4,2,0,1,4,1,0,0,0,2,0,2,1,36,5,5,6,10,0,8,5,156,13,2,9,407,5,151,138,245,16,6,7,103,2,24,27,5,0,0,0,16,0,4,4,17,1,0,0,0,0,0,0,14,1,0,0,19,0,1,1,87,8,0,4,20,2,5,4,1,0,1,0,7,0,4,4,198,9,3,2,24,0,6,7,431,6,6,6,418,3,105,47,4,43,0,154,6,11,0,541,0,2,0,0,3,1,2,170,1,11,0,14,0,0,0,8,3,2,0,8,4,14,2,150,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,10,0,0,0,5,1,9,0,26,5,2,3,259,61,209,0,379,15,19,9,454,1,3,0,1,2,8,0,91,6,15,0,5,0,0,1,7,4,6,0,5,12,3,2,38,38,87,0,118,7,4,4,90,1,4,1,1,3,4,1,61,67,119,1,158,2,2,1,42,139,131,1,219,93,35,44,575,Grade 4
Medial Tibia of G4_4.jpg,366,105,12,71,252,12,93,204,8,2,1,0,84,7,72,93,102,21,6,8,23,0,7,4,71,10,0,4,221,8,115,125,10,1,0,1,4,1,2,4,0,0,0,0,2,0,0,2,61,13,3,7,22,0,12,5,149,15,1,12,407,7,192,132,273,27,10,21,84,1,25,17,7,0,1,0,14,1,8,8,8,0,0,0,0,0,0,0,13,0,0,0,13,0,7,2,108,5,1,9,25,0,8,6,1,0,0,0,6,1,2,4,183,12,7,4,15,0,5,4,269,6,3,3,329,5,97,21,6,71,0,167,4,15,0,279,0,2,0,2,4,5,1,178,2,10,1,15,0,1,1,8,1,8,0,11,2,8,0,153,0,1,0,2,1,0,0,7,0,0,0,0,0,0,0,1,0,5,0,7,2,0,0,3,5,16,0,30,9,9,5,211,72,223,4,437,13,13,8,341,0,4,0,8,4,10,6,102,5,10,1,14,1,0,0,1,6,8,0,16,5,2,3,26,58,107,3,187,12,4,8,112,1,2,0,6,7,2,6,78,82,114,2,112,3,2,2,25,149,147,5,218,102,33,80,669,Grade 4
Medial Tibia of G4_5.jpg,352,127,8,86,233,14,89,221,9,1,0,2,74,10,81,120,125,28,1,15,32,2,11,10,79,10,0,7,256,6,152,137,8,0,0,2,0,0,4,3,1,0,0,0,3,0,1,2,80,15,2,9,5,0,9,10,130,11,3,10,381,10,204,123,218,16,5,17,60,2,17,22,3,0,1,0,11,0,5,5,14,1,0,0,2,0,0,0,5,2,0,1,10,0,4,4,72,11,4,12,17,0,12,7,2,0,0,0,6,0,4,4,206,10,4,12,22,0,6,7,239,6,2,6,288,3,108,36,6,72,0,134,4,13,1,298,0,6,0,1,5,10,3,194,3,19,0,13,0,0,0,7,5,5,0,13,3,15,5,138,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,8,0,4,0,9,0,0,0,8,0,7,0,22,8,10,4,181,76,248,1,381,19,13,4,303,2,5,0,9,6,5,5,119,7,14,0,9,1,2,2,2,6,6,0,11,5,4,3,41,65,129,0,180,10,3,10,123,1,8,1,3,6,4,9,84,122,118,1,141,3,2,4,31,160,127,4,159,97,38,109,642,Grade 4
Medial Tibia of G4_6.jpg,387,82,11,72,244,14,108,235,7,1,0,1,117,3,69,118,78,17,0,7,21,0,5,4,59,9,0,6,250,3,116,134,9,0,0,2,5,0,6,2,0,0,0,0,1,0,3,1,67,3,3,10,9,0,6,4,152,16,4,10,485,4,201,150,227,12,5,14,70,0,18,20,3,0,0,0,17,0,10,0,19,0,0,0,3,0,0,0,8,0,0,0,15,0,5,3,91,4,3,7,18,0,10,6,2,0,0,0,10,1,7,1,188,8,1,7,12,0,3,4,346,7,3,2,315,3,90,31,5,56,1,193,1,10,3,410,0,1,0,2,2,3,2,203,0,14,0,11,0,0,1,6,1,6,0,8,7,10,2,143,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,4,2,6,0,11,0,0,0,3,4,9,0,27,7,13,3,246,91,197,5,475,13,11,11,363,4,3,0,5,6,2,6,89,7,4,0,9,0,0,0,3,3,4,1,9,4,4,2,22,57,94,1,182,4,2,4,68,3,1,0,4,3,7,5,57,82,101,2,108,2,0,2,25,161,136,3,221,91,22,74,521,Grade 4
